"FirstName","LastName","MemberNumber","CarNumber","Car","Class","Best","Best Indexed","ClassRank","IndexRank","OverallRank","Rookie","Run 1","Run 1 Pen","Run 2","Run 2 Pen","Run 3","Run 3 Pen","Run 4","Run 4 Pen","Run 5","Run 5 Pen","Run 6","Run 6 Pen","Run 7","Run 7 Pen","Run 8","Run 8 Pen","Run 9","Run 9 Pen"
"Luke","Thompson","","266","1992 Mazda Miata","STS","35.851","29.254","1","50","56","","37.65","","38.361","DNF","36.534","1","35.897","1","35.851","","35.87","1","35.977","1"
"Alex","Summers","","60","2010 Volkswagen GTI","Consolidated-SM","35.927","31.184","6","89","57","","36.755","","36.885","","36.207","","36.23","","35.927","","35.985","1","36.317",""
"Dwight","Anderson","","843","2019 Ford Fiesta ST","Z-HS","36.018","28.310","7","30","58","","36.792","","36.357","","36.113","","36.392","","36.018","","36.108","","36.128",""
"Max","Grant","","749","1990 Chevrolet Corvette","CAMS","36.121","30.630","2","75","59","","37.21","","37.178","","37.216","","36.121","","36.443","","37.709","","36.342",""
"David","Chisholm","","35","2008 Audi TT","STH","36.158","29.360","3","52","60","","39.561","3","38.826","","37.389","","38.109","","37.11","","36.634","","36.158",""
"Emilio","Rescigno","","17","1999 Mazda Miata","ES","36.182","28.656","5","39","61","","37.463","","36.651","","36.359","","36.968","","36.35","","36.275","","36.182",""
"Steven"," Buetow","","158","1988 Honda CRX","Z-STS","36.210","29.547","9","53","62","","41.08","4","37.685","","36.61","","37.097","","36.852","","36.21","","35.733","1"
"Eric","Janssen","","320","2019 Tesla Model 3","Consolidated-SSP","36.311","31.118","5","87","63","","38.77","DNF","36.878","","37.392","1","36.601","1","38.264","","36.752","2","36.311",""
"Cameron","Reid","","256","1991 Mazda Miata","XB","36.368","30.876","3","82","64","","37.927","","37.073","","37.865","","37.03","","36.368","","37.008","","37.429",""
"Jess","Meyer","","28","1980 Porsche 911","XB","36.434","30.932","4","84","65","","36.946","","37.071","","36.434","","37.346","","36.997","","36.718","","36.898",""
"Bryan","Ganz","","741","2004 Chevrolet Corvette Z06","CAMS","36.438","30.899","3","83","66","","39.651","1","37.944","","39.744","2","38.329","","36.969","","37.617","1","36.438",""
"Aldrin","Natividad","","778","2020 Subaru BRZ","Consolidated-STX","36.467","29.866","3","60","67","","37.704","","37.074","","36.467","","36.579","1","36.956","","36.569","1","36.946",""
"Jill","Thompson","664897","166","1992 Mazda Miata","STS","36.470","29.759","2","58","68","","38.042","RERUN","37.475","","36.747","1","36.47","","36.385","1","36.943","","37.226","","37.47",""
"Will","Schafer","","24","2019 Fiat 124 Spider Abarth","CS","36.498","29.672","3","56","69","","37.782","","37.045","","36.498","","37.852","1","36.624","","36.556","","36.68",""
"Mikaila","Conway","","140","2003 Toyota MR2","ES","36.513","28.918","6","44","70","","38.797","","37.295","RERUN","37.177","","36.513","","37.121","","36.635","1","42.924","DNF","36.902",""
"Tanner","Gruba","","87","1990 Mazda Miata","Z-STS","36.535","29.812","10","59","71","","37.475","1","38.644","","37.818","","37.18","","37.224","","37.044","","36.535",""
"Randy","Cameron","","302","2012 Ford Mustang Boss 302","CAMC","36.552","30.191","5","68","72","","37.943","","39.639","","36.683","","36.681","","39.067","","36.552","","37.015","1"
"Jeremiah","Jorenby","","255","2010 Subaru Forester XT","XA","36.577","30.870","12","81","73","","42.476","","39.421","","38.231","","37.714","","36.929","","36.577","","36.578",""
"Max","Currie","","788","1980 Porsche 911sc","XB","36.588","31.063","5","86","74","","38.571","","38.761","","38.055","","36.588","","37.002","1","37.154","","37.994",""
"Ryan","Nguyen","","221","2023 Toyota GR86","DS","36.595","29.641","2","55","75","","40.029","","37.466","","37.056","","37.864","","36.595","","36.897","","38.942",""
"Dominick","Dunn","","907","2007 Mini Cooper s","N","36.772","36.772","1","113","76","","39.21","","39.457","","38.011","","39.19","","38.814","1","38.157","","36.772",""
"Heidi","Halverson","","10","2005 Lotus Elise","Consolidated-SSP","36.959","31.673","8","97","77","","39.687","","38.774","DNF","38.766","","37.696","","37.322","","38.059","","36.959",""
"Coy","Stark","","344","2017 Ford Focus RS","STU","36.986","30.809","3","77","78","","37.382","RERUN","38.615","","38.976","","36.991","","36.986","","37.252","","37.613","","35.474","1"
"Giuseppe","Pellizzer","","80","1999 Mazda 10AE Miata","ES","37.029","29.326","7","51","79","","37.816","1","37.119","","36.661","1","37.227","1","37.218","","37.295","","37.029",""
"Owen","Boyle","","992","2017 Volkswagen Golf GTI","STH","37.089","30.116","4","67","80","","37.921","","39.164","","38.241","","39.049","","38.166","1","38.586","","37.089",""
"Jody","Bedell","","92","2013 Scion FRs","Z-SSC","37.184","29.933","11","62","81","","38.528","1","39.19","","37.612","","38.002","","36.845","1","37.184","","37.717",""
"Michael","Olson","","237"," Volkswagen Gti","X","37.228","37.228","1","114","82","","39.534","","37.955","","38.048","","37.51","1","37.731","1","38.404","","37.228",""
"Andrew","Deck","","6","2005 Mazda RX8","Z-XA","37.310","31.489","14","91","83","","39.473","","38.364","","37.937","","38.548","","38.202","1","38.302","","37.31",""
"Courtney","Sampson","","315","2015 Dodge Challenger hellcat","CAMC","37.345","30.846","6","80","84","","38.207","","37.345","","38.273","","38.543","","38.335","","37.92","","38.24",""
"Philip","Ethier","","7","2011 Porsche Cayman 2.9","X","37.368","37.368","2","115","85","","58.56","RERUN","38.779","DNF","39.89","","52.259","RERUN","39.392","","38.557","","38.36","","38.909","","37.368",""
"Stephen","Epstein","","917","2019 Volkswagen Golf R","DS","37.668","30.511","3","74","86","","39.959","","38.987","","39.487","","39.193","","37.668","","37.728","","37.684",""
"Ethan","Gibbs","669135","124","2005 Ford Mustang GT","CAMC","37.754","31.184","7","88","87","","43.934","3","41.521","","38.75","","38.602","","37.754","","38.391","","40.612",""
"Oliver","Moore","","787","2009 Mini Cooper s","STH","37.813","30.704","5","76","88","","39.311","1","38.908","","41.358","2","38.092","","38.125","","37.813","","38.562",""
"Lucas","Firkins","","30","2000 Mazda Mx-5 Miata","N","37.823","37.823","2","116","89","","39.536","","38.407","","37.823","","38.269","","38.089","","38.195","","38.004",""
"Chris","Brandt","605","605","2014 Scion FRS","N","37.825","37.825","3","117","90","","39.112","DNF","42.214","DNF","40.13","","39.512","","37.825","","39.523","","38.245","DNF"
"Mark","Gruetzman","460","460","1964 Ford Galaxie","Consolidated-CAMT","37.860","31.045","4","85","91","","39.149","1","40.2","","39.004","","37.86","","39.485","","38.265","","37.101","1"
"Jon","Pierce-Ruhland","","262","1993 Mazda Miata","ES","37.860","29.985","8","65","92","","40.036","RERUN","39.083","","38.053","1","37.86","","38.156","","38.331","1","38.284","","38.85","1"
"Mark","Hagemann","","163","1963 Chevrolet corvette","Consolidated-XP","37.891","33.609","12","108","93","","41.64","","38.876","","38.888","","39.42","","52.193","","37.891","","38.519",""
"James","Mccarthy","","220","2016 Mazda Miata ND","CS","37.931","30.837","4","78","94","","38.89","DNF","38.605","","40.898","DNF","39.023","","38.774","","38.491","","37.931",""
"Gary","Schmidt","","737","2023 Acura Integra","Z-GS","37.959","30.215","12","70","95","","41.534","RERUN","40.001","","39.991","","40.03","","38.897","","37.959","","38.576","","38.118",""
"Owen","Jayne","","196","2000 Mazda Miata","N","38.005","38.005","4","118","96","","40.402","DNF","39.354","DNF","39.924","","39.087","","38.576","","38.005","","38.272",""
"Eric","Schroeder","335","335","2011 Chevrolet Camaro","CAMC","38.134","31.498","8","92","97","","40.345","","40.374","","39.124","","40.365","","38.712","","38.307","","38.134",""
"Curt","Crouse","","29","2003 Mercury Marauder","CAMC","38.206","31.558","9","94","98","","40.435","","38.896","","38.76","","38.753","","38.652","","38.733","","38.206",""
"Joseph","Anderson","","492","2015 Dodge charger","CAMC","38.351","31.677","10","98","99","","41.53","","40.035","","39.363","","38.989","","38.351","","38.851","","38.405",""
"Gavin","Olson","","236","2015 Ford Fiesta ST","N","38.395","38.395","5","119","100","","41.946","","38.848","1","38.395","","39.161","1","38.467","","38.557","","38.92","1"
"Ben","Wadzinski","","351","2018 Tesla Model 3","N","38.437","38.437","6","120","101","","41.95","","39.622","","40.6","","39.57","","38.437","","38.665","","39.661",""
"Richard","Firkins","","130","2000 Mazda Miata","ES","38.510","30.499","9","73","102","","40.065","","40.88","","39.781","","39.269","","38.898","","38.817","","38.51",""
"Zach","Bremer","","337","1997 Mazda Miatas","STR","38.544","32.068","3","100","103","","40.432","","39.793","","39.14","","38.797","","39.11","","39.223","","38.544",""
"Jay","Dean Flores Jr","","392","2011 Volkswagen Cc","STH","38.564","31.313","6","90","104","","42.585","","40.129","","39.135","","51.882","RERUN","39.004","","38.606","","38.607","","38.564",""
"Emma","Vossler","","183","2011 BMW m3","STU","38.680","32.220","4","101","105","","41.878","RERUN 2","40.958","1","40.519","","39.471","","41.436","DNF","39.967","","39.41","","38.68",""
"Don","Gettinger","","4","2001 Chevrolet Z-06 Corvette","Consolidated-AS","38.725","31.909","9","99","106","","40.264","","39.238","","38.972","","40.242","","39.027","","38.922","","38.725",""
"Amanda","Romani","","623","2023 Honda Civic SI","Z-GS","38.745","30.841","13","79","107","","42.638","","40.331","","41.261","","40.492","","39.607","","40.174","","38.745",""
"Rixin","Zhao","","233","2024 Acura Integra","N","39.101","39.101","7","122","108","","44.27","RERUN","41.95","","41.176","DNF","43.692","","40.93","","39.676","","39.606","","39.101",""
"Nick","Downey","","627","2010 Mazda 3","N","39.220","39.220","8","123","109","","40.925","","39.954","","40.098","","39.304","","39.409","","40.656","","39.22",""
"Christopher","Stromme","","54","1999 Saab 9-3 Convertible SE","XA","39.328","33.192","13","106","110","","41.605","","44.817","","43.031","","40.125","","39.463","","39.328","","39.845",""
"Andrew","Norman","","226","2017 Ford focus rs","STU","39.431","32.846","5","104","111","","41.745","1","40.518","1","39.694","","41.031","","39.832","1","40.566","","39.431",""
"Jacob","Soberski","","400","2018 Honda Civic Hatchback","N","39.545","39.545","9","124","112","","45.64","","43.606","","41.898","","41.827","","41.029","","40.217","","39.545","","39.746","RERUN"
"Ari","Pouchak","","777","2023 Honda Civic SI","Z-GS","39.755","31.644","15","95","113","","48.998","","42.616","","40.536","","40.695","","39.755","","40.168","","39.923",""
"Steve","Church","","292","1993 Mazda Miata","ES","39.798","31.520","10","93","114","","43.049","DNF","41.992","","40.255","","40.525","DNF","40.138","","40.919","","39.798",""
"Ed","Wildeman","","200","1999 BMW M Roadster","CS","40.052","32.562","5","103","115","","40.756","DNF","41","","40.614","","40.592","","40.488","","40.221","","40.052",""
"Erik","Ernst","","747","2012 Honda Fit","Consolidated-HS","40.280","31.660","7","96","116","","41.676","","41.437","","41.291","1","40.978","","41.086","","41.177","","40.28",""
"Dennis","OMeara","","611","2011 Chevrolet Corvette","Consolidated-BS","40.304","32.968","11","105","117","","49.434","","44.4","","44.729","","40.351","DNF","43.716","","40.806","","40.304",""
"Arthur","(Rob) Talbott","","984","1998 Ford Mustang","N","40.466","40.466","10","125","118","","43.079","1","41.606","","40.399","DNF","40.622","","40.466","","40.704","","40.779",""
"Skye","Gill","","224","2011 Honda CRZ","STS","40.896","33.371","3","107","119","","43.738","","43.193","RERUN","42.355","","42.183","","50.645","","40.896","","40.897","","40.983",""
"Tianna","Nelson","","767","2014 Dodge Charger","CAMC","40.948","33.823","11","109","120","","44.65","DNF","45.94","","42.841","","42.652","DNF","43.714","","41.227","","40.948",""
"Landon","Brandt","78","604","1978 Toyota Celica","Consolidated-HS","41.033","32.251","10","102","121","","42.858","1","44.386","DNF","41.842","","42.888","","41.033","","42.787","","41.614","3"
"Thomas","Haider","","104","2022 Ford Shelby GT 500","CAMC","41.950","34.650","12","110","122","","43.736","","41.561","3","42.245","","43.74","","43.088","1","45.06","1","41.95",""
"Christina","Anderson","","469","2018 Dodge Charger SRT","CAMC","42.490","35.096","13","111","123","","50.056","","44.192","","43.239","","44.078","","42.865","","43.248","","42.49",""
"Alex","Pham","","269","1998 Toyota Celica GT","N","42.528","42.528","11","126","124","","50.714","DNF","43.447","DNF","43.09","","51.346","DNF","42.528","","57.662","DNF","41.761","1"
"Jessica","Kloss","","724","2008 Infiniti M45x","N","42.686","42.686","12","128","125","","48.615","","46.661","","45.36","DNF","44.379","","43.584","","42.686","","42.992",""
"Mark","Roby","","229","2011 Honda CRZ","STS","43.204","35.254","4","112","126","","44.309","","45.025","","49.532","DNF","46.115","","44.106","","43.383","DNF","43.204",""
"Patrick","Olheiser","","299","2004 Chevrolet corvette","STU","46.672","38.877","6","121","127","","46.672","","48.079","","46.689","","47.136","","47.284","","47.741","","47.413",""
"Thomas","Johnson","","100","2005 Chevrolet Corvette","CAMS","50.260","42.620","4","127","128","","56.758","DNF","49.831","DNF","50.26","","66.078","DNF","60.25","RERUN","52.955","","47.238","DNF","49.848","1"
"Matthew","Secker","","203","2019 Volkswagen GTI Black","N","-","-","-","-","-",""
"Steve","Meschke","","31","1990 Mazda Miata red","INVALID:Z","-","-","-","-","-",""
"Jerry","Nguyen","","105","2007 Honda S2000 Black","N","-","-","-","-","-",""
"Dan","Nielsen","411","411","1988 Chevrolet corvette white","XP","-","-","-","-","-",""
"Clay","McCarthy","","222","2016 Mazda MX5 White","CS","-","-","-","-","-",""
"Jacot","Mendez","","160","2016 Ford Mustang GT Ruby red","CSM","-","-","-","-","-",""
"Daniel","Larson","","555","2007 Ford Mustang GT Blue","INVALID:CAM-C","-","-","-","-","-",""
"Kevin","Kelly","HDC01301790","412","2023 Audi RS 3 Daytona","BS","-","-","-","-","-",""
"Jose","Horta","","822","2011 Audi V10 R8 Lark Pink","XA","-","-","-","-","-",""
"Haruhi","Shimasaki","","380","2005 Toyota MR2 Spyder Red","N","-","-","-","-","-",""
"Nate","Ebert","","799","2021 Ford ranger grey","N","-","-","-","-","-",""
"Luis","Lopez","","574","2019 Subaru BRZ Rally Blue","DS","-","-","-","-","-",""
"Kim","John  Crumb","","282","2021 Porsche Cayman GTS ","SS","DNF","-","-","-","-","","36.402","DNF"
"Chris","Medower","","113","2005 Infiniti G35 Coupe Red","STU","-","-","-","-","-",""
"Joe","Brown","","88","2016 Mazda Miata Orange","INVALID:P","-","-","-","-","-",""
"Claire","Secker","","395","2017 Subaru Impreza Red","N","-","-","-","-","-",""
"David","Secker","","202","2019 Volkswagen GTI Black","N","-","-","-","-","-",""
"Bryan","Blumenschein","","155","2007 Mazda MX-5 Black","INVALID:Z","-","-","-","-","-",""
"Blake","Wilson","","789","2020 Mazda MX-5 RF GT White","CS","-","-","-","-","-",""
"Adin","Ailloni","","419","2014 Nissan Juke Nismo Black","DM","-","-","-","-","-",""
