"FirstName","LastName","MemberNumber","CarNumber","Car","Class","Best","Best Indexed","ClassRank","IndexRank","OverallRank","Rookie","Run 1","Run 1 Pen","Run 2","Run 2 Pen","Run 3","Run 3 Pen","Run 4","Run 4 Pen","Run 5","Run 5 Pen","Run 6","Run 6 Pen","Run 7","Run 7 Pen","Run 8","Run 8 Pen","Run 9","Run 9 Pen"
"Neal","Tovsen","","98","2022 Toyota GR86","P-CST","39.062","32.421","1","1","1","","41.129","","39.984","","39.803","","39.877","","56.574","RERUN 2","39.338","","39.062",""
"Tony","Kvatek","","261","1997 Chevrolet Corvette","CAMS","39.414","33.265","1","9","2","","41.748","","40.554","","40.457","","40.774","","39.989","","39.414",""
"Bernie","Kaeferlein","","198","2022 Toyota GR86","P-CST","39.862","33.085","5","6","3","","54.209","RERUN 1","41.899","","41.163","","40.593","","40.509","","40.559","","39.862",""
"Adam","Barber","","59","1988 Honda CRX Si","P-EST","40.003","32.602","2","2","4","","42.183","","40.492","","40.685","","40.074","","40.003","","46.519","DNF"
"Jake","Rogers","","179"," Chevrolet Corvette","P-AS","40.099","33.121","6","7","5","","43.463","2","41.104","1","40.652","","40.5","2","65.718","RERUN","40.772","","40.099",""
"Simon","Robins","","107","2004 Chevrolet Corvette Z06","CAMS","40.109","33.851","2","16","6","","43.848","1","41.977","1","41.006","","41.179","","40.109","","53.667","1"
"Sean","Wilke","","556"," GR86 ","P-CST","40.282","33.434","7","11","7","","42.738","","41.304","","41.423","","41.326","","40.688","","40.282",""
"Ross","Jacobs","","311","2017 Ford Focus RS","Z-DS","40.351","32.724","1","3","8","","68.418","DNF","60.816","RERUN 2","41.052","","40.869","","41.374","","50.638","RERUN","40.94","","40.351",""
"Chris","Weiske","","134","2011 Subaru WRX STi","XA","40.376","34.158","1","21","9","","41.16","","40.788","","40.527","","40.446","","40.376","","40.685",""
"Tim","Brueske","","53","2022 Suzuki Buster","Z-AM","40.410","40.410","12","101","10","","41.742","","40.41","","39.243","1"
"Matthew","Sebelski","","77","2001 Chevrolet Corvette Z06","CAMS","40.415","34.110","3","19","11","","43.27","","42.444","DNF","41.474","","41.509","","40.704","1","40.415",""
"Ryan","Thompson","","34","2011 Subaru WRX STI","XA","40.550","34.305","2","26","12","","41.293","","41.294","2","41.323","","41.157","","40.713","","40.55",""
"Eric","Janssen","","12"," Mazda Miata","P-CSX","40.683","33.034","4","5","13","","42.569","","41.46","","40.683","","40.828","1","40.619","1","41.277",""
"Patrick","Malzahn","","745","2017 Honda Civic Type-R","Z-DS","41.044","33.286","3","10","14","","43.012","","59.612","RERUN","41.058","","50.511","RERUN 1","41.044","","41.672","","41.311","","57.069","RERUN","41.495",""
"Joe","Deleon","","350","2003 Nissan 350z","XA","41.143","34.806","3","30","15","","43.354","1","42.982","2","41.897","","42.384","","41.284","","41.143",""
"Nikolai","A Gybin","","757","2023 Toyota GR86","CST","41.267","34.251","1","23","16","","42.234","1","42.066","","41.267","","44.063","3","67.384","RERUN 3","41.074","1","41.305",""
"Emilio","Rescigno","","2","2012 Mazda Miata","Consolidated-CSX","41.458","33.663","1","12","17","","44.233","DNF","42.155","","41.458","","41.908","","41.488","","41.881",""
"Chris","Lottes","","713","2022 Mazda MX-5 Club","CS","41.515","33.751","1","14","18","","43.762","DNF","43.219","2","42.571","","42.923","","42.086","","41.515",""
"Lucas","Reller","","71","2012 Mazda Miata","Z-CSX","41.523","33.716","4","13","19","","42.575","DNF","41.989","","42.31","","41.835","","41.523","","41.815",""
"John","Mensch","","58","1988 Honda CRX","P-EST","41.637","33.934","9","18","20","","43.375","DNF","42.979","","42.372","","42.307","","41.84","","41.637",""
"Jeremy","Anderson","","251","1999 Mazda Miata","P-ES","41.664","32.914","3","4","21","","108.705","DNF","42.802","","42.945","1","3.595","RERUN","41.794","","42.094","","41.664",""
"Peter","Hsu","8","8","2019 Honda Type R","Z-DS","41.727","33.840","5","15","22","","65.678","RERUN","42.93","","43.172","1","41.88","","42.357","1","41.682","5","41.727",""
"Nathan","Thalhuber","","91","1991 Toyota MR2","XB","41.735","35.391","1","41","23","","41.831","","45.487","DNF","41.587","1","41.735","","40.635","1","40.81","1"
"Michael","Waich","","175","1998 Ford Mustang","P-CAMT","41.769","34.292","10","24","24","","43.915","2","48.078","RERUN 1","42.016","","41.955","","45.814","DNF","41.769","","41.867",""
"Derek","Kiefer","639850","69","1969 Chevrolet Chevelle","CAMT","41.776","34.298","1","25","25","","44.39","1","43.385","","42.084","","42.646","","41.9","","41.776",""
"Ted","Hough","","968","1990 Mazda Miata","Z-EST","41.882","34.133","6","20","26","","46.225","DNF","43.238","","41.882","","41.674","2","41.994","","42.376",""
"Robin","Newborg","","79","2019 Chevrolet Corvette Grand Sport","P-AS","42.061","34.742","11","29","27","","60.935","","44.899","DNF","42.061","","42.261","","44.562","DNF","42.021","1"
"Kyle","Greene","","99","1999 Mazda Miata","Z-ES","42.083","33.245","2","8","28","","43.826","","43.039","","42.475","","42.977","","42.378","","42.083",""
"Kurt","Kloss","719","719","2008 Infiniti M45x","XA","42.103","35.619","4","46","29","","44.769","1","43.278","","42.737","","42.492","","42.913","","42.103",""
"Jon","Stef","","805","2011 Subaru WRX","Z-GST","42.186","34.170","7","22","30","","55.368","1","43.72","","42.186","","42.898","","43.37","","42.25",""
"Tim","Malzahn","","475","2017 Honda Civic Type-R","Z-DS","42.435","34.414","8","27","31","","44.654","1","42.435","","43.667","1","42.307","2","42.705","","42.601",""
"Dustin","Peterson","","65","2000 Chevrolet Camaro","CAMT","42.476","34.872","2","33","32","","42.523","1","43.04","1","44.474","2","43.435","1","42.925","","42.476",""
"Pheng","Her","","525","2023 Subaru BRZ","CST","42.515","35.287","2","39","33","","45.465","","43.557","","42.577","","44.278","","42.884","","42.515",""
"Jess","Meyer","","28","1980 Porsche 911","XB","42.522","36.058","2","53","34","","44.712","","43.035","","42.522","","44.587","DNF","42.887","","42.912","1"
"Max","Grant","","749","1990 Chevrolet Corvette","CAMS","42.542","35.905","4","50","35","","48.001","","47.088","","45.579","2","43.573","1","44.022","","42.542",""
"Sou","Vang","","9","2013 Mazda Miata","CS","42.580","34.617","2","28","36","","46.211","DNF","45.334","2","44.194","","43.605","","43.625","","42.58",""
"Robert","Sorensen","","100","2014 Ford Mustang","CAMC","42.595","35.140","1","36","37","","43.234","1","44.355","","42.987","","42.602","1","42.663","","42.595",""
"Kevin","Berndt","","828"," VW GTI","P-GS","42.684","33.891","8","17","38","","47.321","DNF","43.862","","43.14","","42.847","1","42.684","","42.983",""
"Koun","Phah Moua","","141","2017 Volkswagen GTI","XA","42.697","36.121","5","55","39","","44.869","DNF","42.779","","42.697","","42.917","1","52.259","","46.871","RERUN","43.412","4"
"Lyndrell","Novotny","","430","2018 Chevrolet Camaro","CAMC","42.770","35.285","2","38","40","","44.633","","43.438","1","60.208","RERUN","42.77","","44.49","1","43.841","","43.328",""
"Nathan","Li","","33","2024 Acura Integra Type S","Z-BST","42.779","35.634","10","47","41","","43.902","1","43.813","","42.88","","44.653","","42.779","","42.131","1"
"Leigh","Collyer","HDC03206452","84","2013 Subaru Impreza WRX","XA","42.879","36.275","6","64","42","","43.676","1","43.699","","42.879","","43.619","1","43.778","","43.008",""
"Peter","Nolden","","726","2020 Mazda MX-5 Club","CS","42.884","34.864","3","32","43","","44.52","","43.975","","43.912","","44.09","","42.884","","43.21",""
"Alex","McCleskey","","969","2007 Chevrolet Corvette","CAMS","42.891","36.200","5","60","44","","50.085","","45.294","","45.055","","43.839","","46.09","1","42.891",""
"Thomas","Braun","","159","2004 Mazda Mazdaspeed Miata","XB","42.906","36.384","3","65","45","","48.27","DNF","54.051","RERUN","44.834","DNF","44.266","DNF","42.906","","42.029","1","42.418","1"
"Tanner","Gruba","","87","2012 Mazda Miata","Consolidated-CSX","42.911","34.843","2","31","46","","47.309","1","44.308","","68.123","RERUN 2","42.852","1","43.312","","42.911","","43.407",""
"Bryce","Allen","","19","2019 Porsche Cayman S","AS","42.919","35.451","1","43","47","","45.291","","43.598","","42.972","","43.707","","42.919","","41.328","1"
"Anthony","Onceler","","74","2017 Chevrolet Camaro","CAMC","42.982","35.460","3","44","48","","45.402","1","44.736","","43.139","","44.867","2","42.982","","43.122","1"
"Harold","Kachelmyer","","948","1984 Porsche 944","XA","43.036","36.408","7","66","49","","49.189","DNF","44.634","","43.208","","43.036","","42.668","1","43.137","2"
"Ian","Schmitz","","47","2022 Hyundai Veloster N","Consolidated-DS","43.049","34.912","3","34","50","","45.396","","46.564","","43.049","","50.423","RERUN","43.501","","43.569","1","47.674","5"
"Max","Parker","","994","2002 Mazda Miata","CST","43.096","35.769","3","49","51","","117.385","RERUN","45.31","1","44.569","","43.857","","44.729","1","44.038","","43.096",""
"Ron","Schwanz","","48","2024 Mazda MX-5 Miata","CS","43.110","35.048","4","35","52","","48.339","","45.973","","44.295","","43.649","","43.922","","43.11",""
"Steve","Garnjobst","","75","1998 Ford Mustang GT","CAMT","43.204","35.470","3","45","53","","47.188","1","45.201","","45.327","1","44.767","","43.204","","43.533",""
"Daniel","Personius","","500","1997 BMW 318ti","XA","43.206","36.552","8","70","54","","44.957","","44.022","","42.65","2","51.26","RERUN","43.774","","43.206","","43.385","1"
"Blake","Wilson","","786","2020 Mazda MX-5 RF GT","CS","43.240","35.154","5","37","55","","46.581","1","45.661","","45.075","","44.157","","44.515","","43.24",""
"Rick","Sellner","","427","2016 Chevrolet corvette z07","Consolidated-SS","43.245","36.152","7","57","56","","77.663","RERUN 1","43.893","","45.001","","43.245","","43.615","","43.478","2","43.737",""
"Cory","Smith","","201","2004 Mazda RX-8","Consolidated-DST","43.336","35.448","4","42","57","","47.295","3","45.681","","44.22","","43.336","","42.688","1","43.677",""
"Scott","Allen","","304","2019 Ford Fiesta ST","XB","43.368","36.776","4","73","58","","46.067","1","45.347","","43.734","","44.388","1","43.368","","44.089","2"
"Mark","McLean","","815","2007 Nissan 350Z Convertible","XA","43.377","36.696","9","71","59","","46.996","","44.969","","44.867","","48.873","DNF","45.401","","43.377",""
"Terry","Schuster","","165","2003 Nissan 350z","BST","43.535","36.264","1","63","60","","45.643","","44.19","1","44.946","","45.41","","44.093","","43.535",""
"Cody","Smith","","736","1985 Oldsmobile Cutlass","CAMT","43.564","35.766","4","48","61","","47.873","","44.713","","44.755","","44.265","","43.564","","43.625","1"
"Alan","Yau","","127","2023 Toyota GR86","CST","43.593","36.182","4","59","62","","44.864","DNF","43.433","1","43.593","","43.267","1","62.922","RERUN 1","44.938","DNF","41.783","1"
"Jason","Grant","","748","1990 Chevrolet Corvette","CAMS","43.849","37.008","6","76","63","","52.991","1","46.245","1","43.849","","44.506","","42.855","1","42.978","1"
"Gopihath","Ramchand","","281","2004 Mazda RX-8","Consolidated-DST","43.942","35.944","5","51","64","","45.368","2","44.069","","44.189","","44.746","","44.099","","43.942",""
"Randy","Williams","","97","2015 Porsche 981 Boxster","Consolidated-BS","43.944","35.990","6","52","65","","45.854","","44.645","","43.944",""
"Skylar","Klima","","529","2003 Mazda Miata","N","43.993","43.993","1","108","66","","48.372","1","47.38","DNF","46.789","","46.549","","43.993","","46.401",""
"Dwight","Anderson","","843","2007 Ford Mustang Shelby GT","Z-CSM","44.207","35.365","9","40","67","","48.383","DNF","45.982","","45.045","","45.876","","44.207","","44.581","1"
"Chase","Malkow","","358","2005 Nissan 350z","BST","44.386","36.973","2","75","68","","47.474","","46.075","","45.35","","45.382","","44.386","","43.246","1"
"Joshua","Berg","","860","2023 Toyota GR86","N","44.454","44.454","2","109","69","","52.567","DNF","47.861","","45.879","","45.94","","44.782","1","44.454",""
"Enderson","Moua","","90","2013 Mazda Miata","CS","44.529","36.202","6","61","70","","45.356","4","45.836","1","45.257","1","45.939","1","46.395","","44.529",""
"Erik","Sua","","433","2010 BMW 128i","P-DS","44.588","36.160","12","58","71","","48.749","DNF","47","","70.213","RERUN 1","45.911","","46.454","","45.217","","44.588",""
"Ben","Allen","","255","2006 Mazda MX-5 Miata","CS","44.590","36.251","7","62","72","","60","RERUN","45.562","","45.117","","55.526","","45.23","","44.59","","45.333",""
"Asher","Franicola","","814","1994 Mazda Miata","Consolidated-EST","44.824","36.531","8","68","73","","47.068","DNF","46.541","","45.354","1","46.167","","67.122","RERUN 2","45.065","","44.824",""
"Randy","Cameron","","302","2012 Ford Mustang Boss 302","CAMC","44.956","37.088","4","77","74","","48.615","","44.962","","45.158","","46.89","","45.642","","44.956",""
"Brody","Graff","","83","2015 Ford Focus ST","GST","45.027","36.471","1","67","75","","49.471","","46.227","","45.537","","45.552","","46.27","","45.027",""
