"FirstName","LastName","MemberNumber","CarNumber","Car","Class","Best","Best Indexed","ClassRank","IndexRank","OverallRank","Rookie","Run 1","Run 1 Pen","Run 2","Run 2 Pen","Run 3","Run 3 Pen","Run 4","Run 4 Pen","Run 5","Run 5 Pen","Run 6","Run 6 Pen","Run 7","Run 7 Pen","Run 8","Run 8 Pen"
"Brandon","Ranvek","","887","2006 Mitsubishi Evo RS (white)","P-SM","68.704","59.635","7","9","1","","69.686","RERUN 1","68.704","","67.705","4","67.237","4"
"Ron","Schwanz","","48","1990 Mazda Miata","Z-STS","74.918","60.908","2","16","20","","77.47","","74.915","1","78.507","1","77.353","","75.134","3","74.918",""
"Ryan","Thompson","","66","1999 Mazda Miata","P-ES","75.003","59.402","6","7","21","","77.325","","76.226","","75.384","","75.952","","75.003","","74.313","1"
"Tim","Malzahn","","475","2017 Honda Civic Type-R","SMF","75.132","63.486","1","45","22","","78.374","","76.593","","76.271","","85.203","RERUN","76.803","","75.132","","76.506",""
"Pierro","Pucci","","510"," Supra Frs","XA","75.269","63.376","4","43","23","","79.128","","75.795","","75.269","","76.003","1","76.255","","76.515",""
"Vong","Moua","","767","2013 Subaru BRZ","Z-STX","75.435","61.630","5","23","24","","80.812","","75.426","DNF","75.435","","76.617","","77.565","","74.513","1"
"Brian","Ksicinski","","16","1999 Mazda Miata","P-ES","75.480","59.780","8","10","25","","76.435","","75.623","1","75.478","1","90.138","RERUN","76.337","","75.48","","74.629","1"
"Adam","Quimby","","656","2022 Toyota GR 86","DS","75.557","60.974","1","17","26","","77.37","2","75.211","2","75.557","","76.348","2","76.169","","75.649","2"
"Lucas","Reller","","717","2021 Hyundai Veloster N","Z-DS","75.599","61.008","3","18","27","","80.926","2","78.674","","77.661","","76.764","","75.599","","75.76","DNF"
"Garrett","Taylor","","343","2015 Fiat 500 Abarth","SMF","76.014","64.231","2","51","28","","78.225","","77.137","2","76.984","4","78.805","1","78.242","","76.014",""
"Peter","Nolden","","726","2020 Mazda MX-5 Club","CS","76.043","61.594","1","22","29","","77.718","","75.986","1","76.043","","76.307","2","76.615","1","77.328",""
"Danny","Hagford","","170","2000 Mazda Miata","STR","76.136","63.040","1","39","30","","79.449","1","78.088","","76.868","","77.941","","76.136","","75.734","2"
"Nora","Eckhardt","","800","2018 Honda Civic type R","SMF","76.177","64.369","3","54","31","","81.655","DNF","78.906","","76.943","1","76.177","","76.308","1","74.851","1"
"Brendan","King","","272"," Tesla Model 3","C1-SS","76.181","63.230","4","40","32","","72.68","3","71.577","4","74.181","1","74.262","RERUN","73.202","3","77.663","DNF","74.588","2"
"Jess","Meyer","","28","1980 Porsche 911","V","76.186","76.186","1","98","33","","78.636","RERUN","78.402","","76.725","","76.841","","78.52","","77.071","2","76.186",""
"Chris","King","","274","  Camero","CAMT","76.205","62.183","2","29","34","","76.205","","76.121","2","75.219","1"
"Brandon","Cottrell","403","403","2021 Toyota Supra","XA","76.242","64.195","5","50","35","","79.205","2","74.91","1","74.486","1","74.64","2","75.396","1","76.242",""
"Chris","Medower","","117","0 Mazda Miata","Z-STS","76.311","62.040","7","26","36","","81.623","","78.401","","76.984","1","75.725","3","75.856","3","76.311",""
"Sean","Wilke","","556","2022 Toyota GR86","STR","76.393","63.253","2","41","37","","80.05","4","76.393","","74.395","1","76.165","3","74.504","2","75.175","3"
"Randy","Williams","","97","1999 Mazda miata","C1-ES","76.520","60.603","2","15","38","","78.521","DNF","77.085","","76.52","","76.684","DNF","75.873","1","76.789",""
"Peter","hsu","","77","2019 Honda Type R","Z-DS","76.524","61.754","6","25","39","","76.935","","76.524","","85.867","DNF","76.719","","76.242","1","76.65","1"
"Mike","Roush","550","550","2015 Ford Mustang GT","CAMC","76.613","62.746","1","38","40","","79.252","","77.968","","75.544","2","76.79","2","76.788","3","76.613",""
"Blake","Wilson","","789","2020 Mazda MX-5","CS","76.669","62.101","2","28","41","","79.099","","76.669","","76.206","1","76.224","1","75.765","2","77.221","1"
"Hunter","Ahmann","","914","2012 Subaru Impreza WRX","STH","76.958","62.489","1","34","42","","79.063","","78.231","1","77.928","","78.118","1","78.087","","76.958",""
"Ying","Kong Moua","","600","1991 Toyota Mr2","XA","76.972","64.810","6","58","43","","80.73","RERUN","76.972","","77.414","","78.593","","76","2","76.919","3","76.409","1"
"Koun","Phah Moua","","172","2017 Volkswagen GTI","STH","76.974","62.502","2","35","44","","80.991","OFF","78.094","DNF","78.569","1","78.035","","76.974","","75.597","1"
"Rex","Schultrich","51","51","1991 Mazda Miata","XB","76.987","65.515","1","66","45","","79.344","1","77.679","","77.405","","77.182","1","77.114","","76.987",""
"Tara","Bros","","869","2018 Honda Civic Type R","DS","77.107","62.225","2","30","46","","79.586","3","79.989","","90.694","RERUN","77.107","","77.276","2","78.986","2","77.683","2"
"Travis","Milberger","","138","2006 Mini Cooper S JCW","SMF","77.109","65.157","4","60","47","","79.632","","76.884","1","77.109","","76.706","1","76.484","2","78.473","1"
"Thomas","Braun","","159","2004 Mazda Mazdaspeed Miata","STU","77.280","64.065","1","49","48","","78.227","","77.293","","78.034","DNF","77.28","","77.311","1","75.699","1"
"Sou","Vang","","9","2013 Mazda Miata","CS","77.345","62.649","3","36","49","","76.732","4","77.345","","76.156","1","76.429","3","75.698","1","75.746","1"
"John","Harlow","","977","2017 BMW M240i Xdrive","STU","77.508","64.254","2","53","50","","78.576","DNF","79.855","","77.878","","78.571","2","77.632","","77.508",""
"Daniel","Personius","","500","0 BMW 318ti","XA","77.651","65.382","7","64","51","","81.234","2","78.383","5","78.937","","79.447","2","77.651","","77.725","2"
"Brian","Hertzberg","","456"," Ford Focus rs","STU","77.851","64.538","3","55","52","","77.851","","75.858","1","75.602","3"
"Harold","Kachelmyer","","948","1984 Porsche 944","XA","78.007","65.681","8","69","53","","81.131","1","78.485","1","78.588","","79.721","","77.756","2","78.007","","85.33","RERUN"
"Bryan","Blumenschein","","155","2007 Mazda MX-5","Z-STR","78.083","64.652","13","57","54","","80.65","4","78.083","","78.218","1","77.849","2","77.694","DNF","77.987","1"
"Tanya","Miller","","179","2016 Volkswagen GTI","STH","78.135","63.445","3","44","55","","80.038","2","79.453","","76.929","2","78.135","","76.272","DNF","77.013","1"
"Steven","Buetow","","110","0 Lotus Lotus Elise","Z-SSR","78.547","66.450","16","73","56","","82.974","","80.735","","78.547","","79.65","1","79.346","","78.848","2"
"Jody","Bedell","","92"," Scion Frs","Z-SSC","78.633","63.614","12","48","57","","87.132","1","85.916","3","85.182","1","85.792","1","84.716","2","78.633",""
"Matthew","Thao","","503","2019 Honda Civic si","N","78.730","78.730","1","99","58","","81.686","1","78.215","4","77.788","1","78.73","","79.077","2","78.806","2"
"Elizabeth","Byers","","727","2018 Honda Civic Type R","DS","78.804","63.594","3","47","59","","82.183","3","76.804","1","83.969","DNF","76.924","1","77.343","2","77.193","3"
"Kyle","Greene","","99","1999 Mazda Miata","Z-ES","78.816","62.422","8","32","60","","78.087","5","76.816","1","76.06","3","77.123","2","76.064","3","77.757","1"
"Andy","Naughton","","812","1994 Mazda Miata","Z-ES","78.858","62.455","9","33","61","","84.884","1","81.318","","78.858","","79.832","1","79.735","","77.621","1"
"Dustin","Peterson","","65","2000 Chevrolet Camaro","CAMC","78.883","64.605","2","56","62","","82.231","","79.954","1","78.883","","79.883","","79.414","","79.582",""
"Tylor","Smith","","413","2016 Audi A3 2.0T","N","78.918","78.918","2","100","63","","83.312","","82.094","","80.287","1","81.406","","81.53","","78.918",""
"Anthony","Onceler","","74","2017 Chevrolet Camaro","C1-FS","78.925","64.244","5","52","64","","80.089","DNF","80.308","","78.948","","79.112","2","79.167","","78.925",""
"Zak","Zodrow","","677","1985 Toyota MR2","XB","78.933","67.171","2","77","65","","87.612","DNF","79.783","","82.752","DNF","80.822","","76.933","1","78.296","1"
"TIMOTHY","BRUESKE","","153","2019 Honda Civic","C1-GS","78.970","62.702","3","37","66","","80.107","1","78.868","1","78.179","2","79.777","","78.97","","79.247",""
"Nick","Wernet","","206","2006 Chevrolet Corvette Z06","C2-CAMS","79.096","66.282","2","72","67","","80.095","","80.555","2","79.096",""
"Darren","Hagford","","710","2000 Mazda Miata","STR","79.162","65.546","3","67","68","","83.686","","85.16","RERUN 1","80.538","1","81.561","","79.819","","79.162","","78.096","2"
"Garrett","Mathwig","","241","2013 Mazda MX-5 Club","N","79.234","79.234","3","101","69","","86.888","","81.259","1","141.973","RERUN 1","81.796","","83.068","2","81.431","2","79.234",""
"Kyle","Towberman","","333","2020 Mazda MX-5 RF GT-S","N","79.237","79.237","4","102","70","","84.934","","83.697","","79.79","","81.218","3","80.385","","79.237",""
"Randy","Cameron","","738","2012 Ford Mustang Boss 302","CAMC","79.619","65.207","3","61","71","","81.143","DNF","80.44","1","79.864","","79.619","","79.109","3","78.829","1"
"Giuseppe","Pellizzer","81","81","1999 Mazda 10AE Miata","Z-ES","79.965","63.332","10","42","72","","81.369","","79.463","1","79.165","2","80.787","","79.965","","81.334","1"
"Collin","King","","277","1984 Chevrolet Camaro","CAMT","80.020","65.296","3","62","73","","93.258","DNF","81.657","2","79.507","3","76.02","2"
"Kim","John Crumb","","282","2020 BMW M2","C2-ASP","80.096","68.001","4","80","74","","85.985","","84.04","","82.287","","82.775","","81.961","","80.096",""
"Jaden","Peach","","983","1983 Mazda RX7","N","80.121","80.121","5","103","75","","86.196","","82.234","1","81.535","","81.441","DNF","80.507","2","80.121",""
"Michael","Jensen","","176","2014 Chevrolet Corvette","N","80.125","80.125","6","104","76","","88.302","RERUN","84.465","","82.533","","80.784","","83.661","","83.222","","80.125",""
"Mitch","Giese","","663","1989 Chevrolet Camaro","CAMT","80.131","65.386","4","65","77","","83.633","","81.277","","79.147","DNF","82.493","DNF","80.506","","80.131",""
"Max","Currie","","788","2014 Porsche 991","V","80.179","80.179","2","105","78","","85.708","","81.103","","80.179","","81.334","","81.385","3","80.208",""
"Maxwell","Bulgrin","","341","1990 Nissan 240sx","N","80.181","80.181","7","106","79","","82.848","","82.205","","80.311","","80.181","","80.916","","92.829",""
"Chase","Malkow","","358","2005 Nissan 350z","N","80.243","80.243","8","107","80","","83.93","","82.134","","80.61","","80.243","","79.563","2","79.369","1"
"John","Moravec","","49","1999 Mazda Miata","Z-ES","80.275","63.577","11","46","81","","81.555","","81.751","1","79.133","1","78.275","1","78.125","2","81.119","2"
"Coy","Stark","","344","2003 Ford Focus","C2-STS","80.409","65.372","1","63","82","","91.14","DNF","80.202","1","78.409","1","82.701","DNF","77.867","3","80.955","3"
"Evan","Wright","","469","2017 Ford Focus ST","SMF","80.794","68.270","5","81","83","","84.67","DNF","88.829","RERUN 1","79.069","RERUN 4","77.253","5","75.6","4","78.956","2","78.794","1","78.333","2"
"Brandon","Rowlett","","406","2016 Mazda MX-5","STR","81.023","67.087","4","76","84","","84.925","1","83.789","1","83.411","1","83.074","","81.775","","81.023",""
"Will","Schafer","","24","2019 Fiat 124 Spider Abarth","CS","81.125","65.711","4","71","85","","84.763","","82.61","","81.125","","80.417","1","82.343","3","84.722",""
"Tanner","Gruba","","817","2008 Volkswagen Rabbit","N","81.417","81.417","9","108","86","","87.592","","92.028","RERUN","85.231","","83.654","","82.992","","81.417","","82.174","1"
"Jeramy","Schultz","","701","1991 Mazda Maita","N","81.435","81.435","10","109","87","","85.177","","83.399","","81.435","","90.112","1","81.401","3","81.446",""
"Akshay","Datla","","329","2016 Ford Focus RS","N","81.701","81.701","11","110","88","","90.414","","86.179","","84.016","","84.715","","86.188","","81.701",""
"Robert","McMillan","","106","2022 Volkswagen GTI","C1-GS","81.764","64.920","6","59","89","","84.572","","83.807","1","83.927","DNF","83.09","3","82.26","","81.764",""
"David","Parsons","15","15","1993 Mazda Miata","XB","81.793","69.605","3","87","90","","89.09","1","84.994","","82.969","","81.576","1","83.348","1","81.793",""
"Andrew","Deck","","127","2005 Mazda RX8","Z-XA","81.831","68.901","17","83","91","","86.162","1","82.956","1","80.589","1","83.508","","81.831","","82.412",""
"Heidi","Halverson","10","10","2005 Lotus Elise","Z-SSR","82.081","69.440","19","86","92","","94.141","RERUN","82.686","DNF","82.082","1","81.409","2","81.23","3","81.698","1","80.081","1"
"Jack","Markquart","","217","1991 Mazda Miata","N","82.423","82.423","12","111","93","","98.504","DNF","99.139","","97.495","","94.807","1","96.644","","82.423",""
"Gary","Schmidt","","737","2023 Acura Integra","Z-GS","82.738","65.693","15","70","94","","85.474","DNF","82.619","1","82.833","","80.111","2","82.329","DNF","82.738",""
"Cody","Greene","","991","1999 Mazda Miata","Z-ES","82.876","65.637","14","68","95","","87.52","","84.2","1","82.876","","85.14","1","84.125","1","85.371",""
"Kyler","Quimby","","659","2022 Toyota GR 86","DS","82.916","66.913","4","74","96","","90.811","3","80.931","2","80.905","2","81.05","1","81.171","1","80.916","1"
"jeremy","braucks","","207","2013 Volkswagen GTI","STH","82.935","67.343","4","78","97","","86.4","","84.271","","82.935","","82.72","2","84.346","","84.133","1"
"Gopihath","Ramchand","","43","2002 Honda S2000","N","83.148","83.148","13","112","98","","97.347","DNF","94.554","","92.715","","88.739","2","81.148","1","83.033","4"
"Mike","Farrell","","297","2001 Honda S2000","CS","83.181","67.376","5","79","99","","82.087","5","83.211","1","83.181","","81.889","DNF","84.042","","83.645",""
"Kody","Nowak","","814","2015 Volkswagen Gti","N","83.259","83.259","14","113","100","","84.735","","85.275","","83.259","","83.61","1","83.502",""
"Clinton","Peach","","984","1984 Mazda RX7","N","83.630","83.630","15","114","101","","88.324","","86.962","","83.638","","84.531","","84.885","","83.63",""
"Curtis","Crouse","","29","2003 Mercury Marauder","CAMC","83.761","68.600","4","82","102","","83.412","1","82.519","2","81.761","1","84.452","3","85.038","","84.489","1"
"Joshua","Wilford","","518","2021 Toyota Supra GR","N","83.912","83.912","16","115","103","","90.999","1","88.137","1","85.944","1","86.168","","83.912","","85.587","3"
"Jeremy","Streitz","","459","1992 Mazda Miata","N","84.728","84.728","17","116","104","","91.185","1","86.377","","84.757","1","95.928","DNF","86.876","","84.728",""
"Leif","Benson","","428","2008 Mazda MX-5","N","84.869","84.869","18","118","105","","96.373","","89.447","","87.393","1","89.937","1","85.944","1","84.869",""
"Andrew","Norman","","226","2010 Mini Cooper s","N","84.888","84.888","19","119","106","","89.901","DNF","89.862","","86.559","1","97.113","DNF","84.673","DNF","95.123","RERUN","84.888",""
"Will","Manderfeld","","445","2001 Acura Integra GSR","C2-STX","85.282","69.675","5","88","107","","91.597","","89.738","1","85.908","","85.282","","87.068","","85.31",""
"Ed","Wildeman","","200","2015 Mini Cooper S","DS","85.516","69.011","5","85","108","","88.399","","87.928","","85.516","","86.933","","86.391","","86.677",""
"Kyle","Fohrenkamm","","697","2022 Polestar 2","N","85.783","85.783","20","120","109","","89.159","6","82.469","5","83.783","1","87.238","","81.785","3","81.207","3"
"Christopher","Charlier","","387","1987 BMW 325i","STU","85.820","71.144","4","92","110","","88.34","1","87.01","3","92.073","","87.592","3","85.93","","83.82","1"
"Jeff","Lawrence","","193","2002 Chevrolet Corvette Z06","AS","85.829","70.465","1","90","111","","90.883","","88.333","","85.829","","89.193","","88.145",""
"Christopher","Terry","","168","2020 Volkswagen GTI","STH","85.956","69.796","5","89","112","","87.801","DNF","90.714","","88.593","","86.191","","85.956","","84.679","1"
"Patrick","Kennedy","","347","1998 Chevrolet Corvette","N","86.239","86.239","21","121","113","","89.846","RERUN","88.791","1","88.477","","84.495","3","86.364","2","87.958","","86.239",""
"Cole","Pixley","","263","2010 Ford Mustang GT","N","86.383","86.383","22","122","114","","92.059","2","89.391","DNF","88.773","1","88.34","","86.826","","84.383","1"
"Drew","Baumbach","","27","2009 Porsche Cayman S","AS","86.389","70.925","2","91","115","","91.268","","90.448","","87.34","","88.796","","86.389","","86.74","1"
"Ethan","Terry","","377","2014 Audi S4","N","87.569","87.569","23","123","116","","101.796","","90.989","","89.227","","85.569","1"
"Tom","Ring","","42","2010 Volkswagen Jetta","Z-HS","87.707","68.937","18","84","117","","90.034","","87.707","","87.838","1","90.107","1","87.65","1","88.794",""
"Tom","Tufts","","611","2021 Ford Mustang","N","87.860","87.860","24","124","118","","98.998","","89.655","","87.86","","90.292","","88.512","1","88.062",""
"Erik","Nygren","","770","2002 BMW 330ci","N","87.956","87.956","25","125","119","","103.262","","98.618","","95.032","","98.41","","93.039","","87.956",""
"Christopher","Stromme","54","54","1999 Saab 9-3 Convertible SE","N","87.991","87.991","26","126","120","","88.067","1","88.828","DNF","87.065","2","87.421","3","88.854","","87.991",""
"Fynn","Schultrich","","501","1988 Mazda RX-7 FC","N","88.116","88.116","27","127","121","","91.741","","88.116","","86.756","1","101.148","","110.318","2","91.155",""
"Geoff","Choi","","225","2000 Porsche Boxster","CS","88.231","71.467","6","93","122","","92.92","","94.331","","91.128","","88.231","","90.06","3","86.616","1"
"Mark","Maloney","","310","1984 Toyota Celica ST","N","88.680","88.680","28","128","123","","92.48","","87.808","1","87.413","2","90.872","","87.944","1","86.68","1"
"Davis","Nygren","","325","1988 BMW 325i (E30)","C2-STX","89.052","72.755","6","95","124","","107.467","RERUN","97.591","","96.503","","94.775","","96.585","","90.611","","89.052",""
"Jeff","Anderson","","617","2017 Mazda Miata","CS","89.239","72.283","7","94","125","","95.364","","93.042","","93.457","","90.276","","89.239","","90.248","1"
"Joshua","Maternowski","","174","2018 Volkswagen Golf GTI","N","89.278","89.278","29","129","126","","91.102","DNF","89.202","DNF","94.273","1","93.565","1","91.801","DNF","89.278",""
"Don","Gettinger","","4","2001 Chevrolet Z-06 Corvette","AS","89.788","73.715","3","96","127","","95.042","","92.679","","90.112","","91.342","","89.788","","90.099",""
"Wayne","benson","","423","2008 Mazda MX-5","N","90.090","90.090","30","130","128","","96.553","","93.076","","89.566","1","88.291","3","89.832","1","90.09",""
"Thomas","Haider","","104","2022 Ford Shelby GT 500","N","90.456","90.456","31","131","129","","84.456","3","86.162","4","86.243","3","85.725","3","85.817","4","88.926","1"
"Abdhish","Bhavsar","","307","0 Dodge Stealth Twin Turbo","N","90.922","90.922","32","132","130","","95.851","DNF","96.518","","92.726","","93.243","","91.723","","90.922",""
"Karthik","Kadechur","","678","2014 Scion FRS","N","91.045","91.045","33","133","131","","94.927","3","93.269","","147.084","DNF","93.078","","91.045",""
"Austin","Stroming","324","324","1989 Chevrolet Camaro","N","92.487","92.487","34","134","132","","106.858","","100.596","","97.421","","97.739","","95.18","","92.487",""
"Dennis","OMeara","","149","2011 Chevrolet Corvette","AS","92.517","75.956","4","97","133","","96.059","DNF","96.652","2","92.517","","97.105","","95.139","","94.642","2"
"Marissa","Senstad","","924","2004 Toyota MR2 Spyder","N","93.498","93.498","35","135","134","","93.217","2","97.576","2","94.603","1","96.511","","93.498","","92.833","2"
"Nirayudh","Bhavsar","","209","0 Chevrolet Corvette","N","95.077","95.077","36","136","135","","134.385","","114.807","","114.86","RERUN","113.333","1","103.231","","107.99","RERUN 1","95.503","","93.077","1"
"Claire","Tufts","","610","2021 Ford Mustang","N","97.689","97.689","37","137","136","","109.593","DNF","101.896","","100.883","1","102.169","RERUN","101.73","","100.129","","97.689",""
"Patrick","Olheiser","","139","2004 Chevrolet corvette","AS","103.202","84.728","5","117","137","","105.139","1","107.784","","103.202","","108.181","1","104.307","","105.896",""
"Philip","Ethier","","7","2005 Lotus Elise","X","-","-","-","-","-",""
"Paul","Schlosser","","218","2013 Ford mustang","CAMC","-","-","-","-","-",""
"Denis","Cherniy","","248","2006 Mitsubishi ","SS","-","-","-","-","-",""
"Gavin","Jones","","356","2020 Ford Mustang HPP","N","-","-","-","-","-",""
"Tyler","Salminen","","68","2015 Scion Fr-s","Z-STX","-","-","-","-","-",""
"Brent","Lucio","","537","1996 Mazda Miata","Z-ES","-","-","-","-","-",""
"Tyler","Horn","","244","2002 Chevrolet Corvette Z06","N","-","-","-","-","-",""
"Chris","Neuman","","655","2022 Toyota GR86","STR","-","-","-","-","-",""
"Jake","Portinga","","210","2013 Subaru WRX STI","STH","-","-","-","-","-",""
