"FirstName","LastName","MemberNumber","CarNumber","Car","Class","Best","Best Indexed","ClassRank","IndexRank","OverallRank","Rookie","Run 1","Run 1 Pen","Run 2","Run 2 Pen","Run 3","Run 3 Pen","Run 4","Run 4 Pen","Run 5","Run 5 Pen","Run 6","Run 6 Pen","Run 7","Run 7 Pen","Run 8","Run 8 Pen"
"Adam","Barber","","1","1988 Honda CRX Si","P-STS","48.206","39.191","1","1","1","","49.904","1","50.805","","48.75","","48.752","","48.556","","48.206",""
"Jackson","Lee","","637","1990 Mazda Miata MX-5","P-STS","49.338","40.111","2","2","2","","50.689","","50.994","6","49.692","2","49.338","","49.988","DNF","48.626","3"
"Sean","Forthun","","290","0 Mazda Miata","P-STS","49.410","40.170","3","3","3","","53.354","DNF","50.295","2","49.688","1","50.011","DNF","49.41","","49.711","1"
"Bernie","Kaeferlein","","421","2016 Scion FR-S","P-STX","49.818","40.701","7","7","4","","66.37","RERUN","50.565","","55.358","DNF","49.818","","50.626","1","50.293","1","49.55","1"
"Jake","Rogers","","990","1990 Mazda Mx-5 Miata","P-STS","49.885","40.556","5","5","5","","57.393","RERUN 1","53.858","DNF","49.885","","49.513","2","64.853","1","49.465","1","50.786","1"
"Neal","Tovsen","","98","2016 Scion FRS","P-STX","50.005","40.854","9","9","6","","89.724","RERUN 2","50.447","","53.131","DNF","55.959","DNF","56.258","RERUN","50.005","","50.246",""
"Jason","Lee","","937","1990 Mazda Miata MX-5","P-STS","50.222","40.830","8","8","7","","72.158","RERUN 1","51.53","1","51.001","DNF","50.461","1","50.941","","50.476","1","50.222",""
"Tim","Malzahn","","475","2017 Honda Civic Type-R","SMF","50.363","42.556","1","22","8","","53.134","","55.066","","76.763","RERUN","96.717","RERUN","55.943","","50.766","","50.363","","51.596",""
"Jeremy","Fohrenkamm","","976","1976 Triumph Spitfire","C2-EM","50.372","45.788","6","57","9","","53.32","","55.68","1","56.644","1","51.018","1","50.372","","50.666","1"
"Tyler","Salminen","","68","2015 Scion Fr-s","Z-STX","50.389","41.167","1","12","10","","52.676","","4.464","RERUN","55.068","","54.499","1","50.792","","52.477","1","50.389",""
"Patrick","Malzahn","","745","2017 Honda Civic Type-R","SMF","50.673","42.818","2","25","11","","56.918","","53.843","","52.466","","50.963","1","50.673","","50.807",""
"Robin","Newborg","","79","2022 Volkswagen Golf GTI","P-GS","50.870","40.390","4","4","12","","62.282","RERUN","111.118","DNF","54.41","1","52.892","1","51.868","","50.96","","50.87",""
"Nic","Bedell","","162","2013 Scion Frs","SSC","51.017","41.272","1","13","13","","52.202","","54.829","1","51.263","","52.021","1","51.017","","81.093","DNF"
"Michael","Waich","","175","2016 Volkswagen GTR","P-STH","51.024","41.431","11","14","14","","52.082","2","52.063","DNF","52.267","DNF","52.115","","51.186","","51.024",""
"Salah","Khuhro","","666","2021 Tesla Model 3 Long Range","P-SS","51.031","42.355","12","18","15","","53.022","","51.706","","51.423","","51.22","","51.031","","51.118","1"
"Ryan","Thompson","","66","1999 Mazda Miata","P-ES","51.323","40.647","6","6","16","","90.973","RERUN","51.518","","51.283","1","52.423","","58.93","RERUN","51.323","","51.727","","71.014","DNF"
"Randy","Williams","","97","1999 Mazda miata","C1-ES","51.736","40.974","1","10","17","","53.127","RERUN 1","52.86","","51.886","","51.736","","52.093","","52.03","","52.09",""
"Tony","Starks","","309","2004 Acura TL","XA","51.780","43.598","1","35","18","","53.253","2","55.656","","55.535","","51.621","1","51.78","","51.684","1"
"Brian","Ksicinski","","16","1999 Mazda Miata","P-ES","51.800","41.025","10","11","19","","54.55","","52.886","","51.8","","52.295","","59.825","RERUN","64.597","1","51.826",""
"Ross","Jacobs","","639","2017 Ford Focus RS","Z-DS","51.806","41.807","3","16","20","","54.235","","17.971","RERUN","59.474","","54.195","","52.09","1","51.806","","52.284",""
"Garrett","Taylor","","343","2016 Fiat Abarth","SMF","51.949","43.896","3","38","21","","53.346","","55.154","3","51.949","","52.068","1","50.707","1","54.196","1"
"Jesse","Sybesma","","404","2000 Toyota MR2 - Spyder","XB","51.958","44.216","1","41","22","","94.042","RERUN","53.76","","52.211","1","52.321","","51.958","","72.991","DNF","52.238","2"
"Brandon","Cottrell","403","403","2021 Toyota Supra","XA","51.964","43.753","2","36","23","","60.24","","56.731","","53.829","","54.447","2","51.088","1","51.964",""
"Paul","Schlosser","","218","2013 Ford mustang","CAMC","52.256","42.797","1","24","24","","57.344","","54.151","1","52.918","1","54.76","","52.562","","52.256",""
"Jess","Meyer","","28","1980 Porsche 911","V","52.306","52.306","1","77","25","","54.248","","52.807","","52.82","1","53.458","","52.306","","52.605",""
"Ron","Schwanz","","48","1990 Mazda Miata","Z-STS","52.337","42.549","6","21","26","","55.333","","55.639","","53.781","","52.757","","52.337","","51.552","2"
"John","Moravec","","49","1999 Mazda Miata","Z-ES","52.510","41.587","2","15","27","","73.857","","57.897","1","53.377","2","53.018","2","52.397","1","52.51",""
